use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer
TRUE,1,TRUE,01JEQJ2KTYNE34KVKX1S4TNDP3,Where can I find practice questions on angles in circles?,"In the diagram below, points \(E, F, G\) and \(H\) lie on a circle with center \(O\). Line \(EH\) is a diameter of the circle, and line \(FJ\) is a tangent to the circle at \(F\). It is given that \( \angle EOF = 130^\circ \) and \( \angle HJF = 45^\circ \).

(a) Find the value of:
   (i) \( \angle FGH \)
   (ii) \( \angle FGJ \)

(b) Is line \(OG\) perpendicular to \(FH\)? Explain.","(i)65^\circ,(ii)45^\circ"
TRUE,1,TRUE,01JEQJ2QZ2Y656WXAVCVZAB174,Do you have any sample questions on angle properties of circles?,"In the diagram, \( E, F, G, \) and \( H \) are points on a circle with center \( O \). Segment \( EG \) is a diameter. If \( \angle EHF = 61^\circ \), find the measure of \( \angle FOG \).",122^\circ
TRUE,1,TRUE,01JEQJ346JFT4ZF99N7HYXQ6MN,Could you give me some problems to practice applying angle properties in circles?,"In the diagram, points \( X, Y, Z, \) and \( W \) lie on a circle with center \( O \). \( XQ \) and \( ZQ \) are tangents to the circle at \( X \) and \( Z \) respectively. Given \( \angle YOZ = 130^\circ \) and \( \angle XYQ = 36^\circ \).\n\n(a) Find the value of \( \angle ZWY \).\n\n(b) Given that \( XZ \) is a diameter of the circle, explain whether \( YW \) is parallel to \( OZ \).","(a)65^\circ;(b)No,YWisnotparalleltoOZbecausetherequiredangleconditionforparallelismisnotsatisfied."
TRUE,1,TRUE,01JEQJ38T6B7HN4GAJ7DA65AZE,I need exercises involving real-world rate applications; can you help?,"A car travels along a straight road with its velocity given by \( v(t) = 3t^2 + 2t \). 

(a) Determine the acceleration at \( t = 4 \) seconds.

(b) Calculate the total distance traveled by the car in the first 6 seconds.","(a)\(a(4)=26\,\text{m/s}^2\)(b)Totaldistance=216m"
TRUE,1,TRUE,01JEQJ3GQF7PH2FGPBTF98M5HX,Where can I find practice questions on rates in practical situations?,"A car's velocity is given by the function \( v(t) = 3t^2 + 2t \) where \( v \) is in meters per second and \( t \) is in seconds. 

(a) Find the velocity when \( t = 4 \). 

(b) Find the total distance traveled in the first 6 seconds.",(a)56m/s(b)252m
TRUE,1,TRUE,01JEQJ35H7CGGEQP5EH1M86KNX,Can you provide practice problems on applying rates in real-world contexts?,A car starts from rest and accelerates at a rate given by \( a(t) = 3t + 2 \) \( \text{m/s}^2 \). (a) Find the acceleration of the car when \( t = 4 \) seconds. (b) Calculate the total distance travelled by the car during the first 5 seconds.,"Accelerationat\(t=4\)is\(14\,\text{m/s}^2\).Distancetravelledin5secondsis\(70\,\text{m}\)."
TRUE,1,TRUE,01JEQJ3ZCGZ55A014RGABQZ12A,Can you provide practice problems on finding the probability of single events?,"In a box, there are 18 apple candies, 29 orange candies, and 15 lemon candies. A candy is picked at random from the box, and then replaced. (i) What is the probability of not picking an orange candy? Give your answer in simplest form.",\(\frac{33}{62}\)
TRUE,1,TRUE,01JEQJ408MR7BAR8E4MQC8DHQV,I need exercises involving probability of single events; can you help?,"In a jar, there are 25 red marbles, 15 blue marbles, and 10 green marbles. A marble is selected at random from the jar and then replaced. \(i\) Determine the probability of not picking a red marble, express your answer in simplest form.",\frac{1}{2}
TRUE,1,TRUE,01JEQJ3V8KJDT6Y2CH1Y1P0ND8,Do you have any sample questions on applying rates to real-life problems?,"A car accelerates from rest according to the equation \( a(t) = 3t^2 - 2t + 1 \) where \( t \) is the time in seconds.

(a) What is the acceleration at \( t = 4 \) seconds?

(b) Calculate the total distance traveled by the car in the first 6 seconds.",(a)41m/s^2(b)270m
TRUE,1,TRUE,01JEQJ3YEW78DMJ7XDGQS024NC,Could you give me some problems to practice rates in real-world contexts?,"A particle moves along a straight line with a velocity given by the function \( v(t) = 3t^2 + 2t + 1 \) m/s. \\
(a) Determine the acceleration when \( t = 4 \) seconds. \\
(b) Calculate the total distance traveled by the particle in the first 7 seconds.","Acceleration:26m/s^2,Distance:205m"
TRUE,1,TRUE,01JEQJ49H6PCAX6JSRR06PFFMJ,Where can I find practice questions on basic probability?,"A box contains 25 red marbles, 10 white marbles, and 15 black marbles. A marble is selected at random and then replaced. \( (i) \) Find the probability of not picking a red marble, and express your answer in simplest form.",\(\frac{1}{2}\)
TRUE,1,TRUE,01JEQJ4J70FD2CDSEDATXP8EA8,Could you give me some problems to practice finding probability of single events?,"A jar contains 15 red marbles, 25 blue marbles, and 10 white marbles. A marble is chosen at random from the jar and then replaced.\newline\newline (i) Find the probability of picking a red marble, express your answer in its simplest form.",\frac{3}{10}
TRUE,1,TRUE,01JEQJ4AY8SKZAFK1PSRD9ZTDK,Do you have any sample questions on calculating probabilities of single events?,"A jar contains 15 red marbles, 25 blue marbles, and 10 black marbles. A marble is randomly selected from the jar, then replaced. \newline (i) What is the probability of not selecting a red marble? Express your answer in the simplest form.",\frac{7}{10}
TRUE,1,TRUE,01JEQJ4VK750KY9G05Z3RMPBF6,Where can I find practice questions on solving equations by elimination?,"Solve the simultaneous equations.
\[ 5x + 8y = -30 \]
\[ 10x - 4y = 20 \]
You must show your working.","x=\frac{2}{5},y=-4"
TRUE,1,TRUE,01JEQJ4MM4YMAKFNVAHKEJCM6R,Can you provide practice problems on solving simultaneous equations using elimination?,"Solve the simultaneous equations.

\[ 
3x - 5y = 7 \\
2x + 4y = -6 
\]
You must show your working.","x=-\frac{1}{11},y=-\frac{80}{11}"
TRUE,1,TRUE,01JEQJ4NJ8AHPV951NHYP121EE,I need exercises involving elimination method for simultaneous equations; can you help?,"Solve the simultaneous equations:
\[ 3x + 5y = -19 \]
\[ 2x - 3y = 7 \]
You must show your working.","x=-\frac{22}{19},y=-\frac{49}{19}"
TRUE,1,TRUE,01JEQJ4X5RS0B4N7MYG0ZJAT2Z,Do you have any sample questions on elimination method for simultaneous equations?,"Solve the simultaneous equations.
\[\begin{align*}
5x + 9y &= -17 \\
3x - 4y &= 8
\end{align*}\]
You must show your working.","x=-4,y=3"
TRUE,1,TRUE,01JEQJ58V3C4Y6MW0921VGD6G4,Can you provide practice problems on evaluating algebraic formulas?,"Given \( u = -3 \) and \( v = 4 \), evaluate the expression \( 2u^2 - 3v^2 + uv \).",-42
TRUE,1,TRUE,01JEQJ5BBQWXGDDYX1JR244SFP,I need exercises involving evaluating algebraic expressions; can you help?,Evaluate the expression \( 3x^2 - 4y + 2xy \) when \( x = -3 \) and \( y = 4 \).,-13
TRUE,1,TRUE,01JEQJ5FZ7B5NMSE28AB1874KZ,Where can I find practice questions on evaluating formulas?,"Given the formula \( A = 3x + 2y \), evaluate \( A \) when \( x = -4 \) and \( y = 5 \).",-2
TRUE,1,TRUE,01JEQJ58FPTJKGBHWFX0285JXA,Could you give me some problems to practice solving simultaneous equations by elimination?,"Solve the simultaneous equations.
\[2x - 5y = -16\]
\[3x + 4y = 25\]
You must show your working.","\(x=\frac{61}{23},y=\frac{total}{5}\)"
TRUE,1,TRUE,01JEQJ5N7C4EWGSHVG31PDGM9Y,Could you give me some problems to practice evaluating algebraic formulas?,Evaluate the expression \( 3x - 4y \) when \( x = 2 \) and \( y = -3 \).,18
TRUE,1,TRUE,01JEQJ5JPV5TRCBVF2D6M85YN7,Do you have any sample questions on evaluating algebraic equations?,"Evaluate the expression \( 3x^2 + 4y - 2z \) when \( x = -2, y = 3, \text{ and } z = 5 \).",14
FALSE,1,TRUE,01JEQJ5S0WVCAMCSWG9HF7CYPB,Can you provide practice problems on multiplying two matrices?,"Find the resulting matrix after multiplying matrix \( C \) with matrix \( D \), where \( C \) is a 2x2 matrix and \( D \) is also a 2x2 matrix:

\[ C = \begin{bmatrix} 1 & 5 \\ 4 & 9 \end{bmatrix}, \quad D = \begin{bmatrix} 2 & 3 \\ 6 & 7 \end{bmatrix}. \]",\[\begin{bmatrix}32&38\\62&75\end{bmatrix}\]
FALSE,1,TRUE,01JEQJ5V8E309YP4AHS4BSHAX5,I need some exercises involving matrix multiplication; can you help?,"Evaluate the matrix \( C = ND \), where \( N \) and \( D \) are given matrices: \[ N = \begin{bmatrix} 5 & 1 \\ 3 & 4 \end{bmatrix}, \quad D = \begin{bmatrix} 2 & 6 \\ 7 & 0 \end{bmatrix}. \]",\(\begin{bmatrix}17&30\\34&18\end{bmatrix}\)
FALSE,1,TRUE,01JEQJ5ZAN3C99PAS8921H0CKH,Where can I find practice questions on multiplication of matrices?,"Evaluate the product of matrices \( T = CD \), given the matrices \( C \) and \( D \) as follows: \[ C = \begin{bmatrix} 1 & 4 \\ 2 & 3 \end{bmatrix}, \quad D = \begin{bmatrix} 5 & 6 \\ 7 & 8 \end{bmatrix}. \]",\(\begin{bmatrix}33&38\\31&36\end{bmatrix}\)
FALSE,1,TRUE,01JEQJ60032NQN3TYYRJNR6SKF,Do you have any sample questions on multiplying two matrices?,"Find the product of the matrices \( C \) and \( D \), where \( C = \begin{bmatrix} 4 & 1 \\ 5 & 6 \end{bmatrix} \) and \( D = \begin{bmatrix} 7 & 3 \\ 2 & 8 \end{bmatrix} \).",\(\begin{bmatrix}30&20\\47&63\end{bmatrix}\)
FALSE,1,TRUE,01JEQJ6DEXPQAZBXY2CF6D0RD2,Could you give me some problems to practice matrix multiplication?,"Calculate the product matrix \( C = EF \), given that the matrices \( E \) and \( F \) are as follows: \[ E = \begin{bmatrix} 4 & 1 \\ 0 & 5 \end{bmatrix}, \quad F = \begin{bmatrix} 6 & 3 \\ 2 & 1 \end{bmatrix}. \]",\(C=\begin{bmatrix}26&13\\10&5\end{bmatrix}\)
FALSE,1,TRUE,01JEQJ6DR0DXNYCSVQXRXARJ2J,"I need exercises involving calculating mean, median, and mode; can you help?","Alicia recorded five scores in a game. The median score is 9, the mode is 12, and the mean score is 14. The range of the scores is 18. Determine Alicia's five scores.","Thefivescoresare8,9,12,12,and27."
FALSE,1,TRUE,01JEQJ6DMFC40AS93VK50DQBSY,"Can you provide practice problems on finding the mean, median, and mode?","A scientist recorded the temperatures (in °C) of a substance during five different tests. The median temperature was 15, the mode was 13, and the mean temperature was 18. The range of the temperatures was 12°C. Determine the five temperatures recorded.","13,13,15,24,25"
FALSE,1,TRUE,01JEQJ6JCGCC8XVBKZY6ES637A,"Where can I find practice questions on mean, median, and mode?","A set of five consecutive positive integers are listed. The median of these numbers is 10, the mode is 12, and the mean is 11.8. Also, the range of these numbers is 6. Find the five numbers.","[6,9,10,12,12]"
FALSE,1,TRUE,01JEQJ7798NQT8JGV441MVFH3E,Can you provide practice problems on applying angle properties of circles?,"In a park, a path forms a circular track with a center at point O. Two trees, labeled A and C, are positioned on this track, and AB is a straight path that acts as a tangent to the track at point A. The angle between the diameter through A, which connects to another point B on the track, is given as \( \angle AOB = 110^\circ \). There is a gazebo located such that \( \angle CAB = 48^\circ \). Find \( \angle ACB \) and determine if the line formed by joining point C to point B on the track is parallel to tangent AB.",\angleACB=55^\circ.CBisnotparalleltoAB.
FALSE,1,TRUE,01JEQJ6WY1YHV4FVMKGF9YAW4G,"Do you have any sample questions on finding mean, median, and mode?","A group of five runners recorded their race times (in minutes) as follows: the median time is 10, the mode is 9, and the mean is 14. The range of their race times is 20. Determine the race times of the five runners.","Theracetimesare9,9,10,18,and29."
FALSE,1,TRUE,01JEQJ73TCSD4BWCJW5H44S49Z,"Could you give me some problems to practice calculating mean, median, and mode?","A group of hikers have walked different distances in kilometers over the past week. The median distance covered is 16 km, the mode is 12 km, and the mean is 18 km. The total range of distances covered is 24 km. What are the distances covered by the hikers each day?","[12,12,14,16,36]"
FALSE,1,TRUE,01JEQJ7TBGPKK7XM6NXTS2RN7A,Do you have any sample questions on angle properties of circles?,"Given a circle with center \( O \), points \( X, E, Y, \) and \( F \) lie on the circle. Tangents \( XT \) and \( YT \) meet at point \( T \). If \( \angle XOY = 130^\circ \) and \( \angle EFX = 50^\circ \), find (a) \( \angle EXY \), (b) \( \angle EOY \). Is line \( OX \) parallel to line \( EY \)? Provide reasoning.","(a)\(\angleEXY=130^\circ\),(b)\(\angleEOY=50^\circ\).No,\(OX\)isnotparallelto\(EY\)."
FALSE,1,TRUE,01JEQJ7SKST6AQSTNEDNRHDQG4,Where can I find practice questions on angles in circles?,"In the circle with center \( O \), let \( X, Y, \) and \( Z \) be points such that \( XY \) is a diameter of the circle. Suppose \( ZW \) is a tangent to the circle at \( Z \), making \( \angle XZW = 34^\circ \). If \( \angle XOZ = 128^\circ \), find \( \angle XYZ \).",\(56^\circ\)
FALSE,1,TRUE,01JEQJ7K95PV7AG4XJNYJJXB27,I need exercises involving angle properties in circle geometry; can you help?,"In the circle centered at \( O \), the points \( X, Y, Z, \) and \( W \) lie on its circumference. \( XQ \) and \( ZQ \) are tangents at points \( X \) and \( Z \) respectively. Given that \( \angle XOZ = 128^\circ \) and \( \angle QZW = 45^\circ \), find (i) \( \angle XYZ \), and (ii) \( \angle XWZ \). If necessary, determine if line \( OZ \) is parallel to \( QW \).","(i)\(52^\circ\),(ii)\(83^\circ\).No,\(OZ\)isnotnecessarilyparallelto\(QW\)."
FALSE,1,TRUE,01JEQJ8DRW37G7RJWHM7WTCR5V,Can you provide practice problems on applying rates in real-world contexts?,"A cyclist starts at rest and accelerates uniformly at a rate of \( 1.5 \, \text{m/s}^2 \). Calculate the distance covered by the cyclist in the first 8 seconds.",48\text{m}
FALSE,1,TRUE,01JEQJ8FZ94D26MD8M2FB9HC55,I need exercises involving real-world rate applications; can you help?,A cyclist travels at a constant speed of 12 meters per second. How far does the cyclist travel in 15 seconds?,180meters
FALSE,1,TRUE,01JEQJ8HG74GPXX9V9GAYPKWFS,Where can I find practice questions on rates in practical situations?,A train travels with an initial speed of 5 m/s and accelerates uniformly at a rate of 2 m/s². Calculate the distance it covers in the first 10 seconds.,150meters
FALSE,1,TRUE,01JEQJ807JZ82KJTBZ9C6WW0ZK,Could you give me some problems to practice applying angle properties in circles?,"Given a circle with center \( O \), points \( A, B, C, D \) lie on the circle. \( CP \) is a tangent to the circle at \( C \) and \( DP \) is a tangent to the circle at \( D \). \( \angle COD = 116^\circ \) and \( \angle PDC = 38^\circ \). \( (a) \) Find the value of \( (i) \) \( \angle CAB \), \( (ii) \) \( \angle DAB \). \( (b) \) Is \( AB \) parallel to \( CD \)? Justify your answer.","(a)(i)\(58^\circ\),(ii)\(84^\circ\).(b)Yes,\(AB\)isparallelto\(CD\)."
FALSE,1,TRUE,01JEQJ8TJ08GZ9M35T4JVSSH93,Could you give me some problems to practice rates in real-world contexts?,A train accelerates uniformly from rest with a rate of \(2 \text{ m/s}^2\). Determine the distance it covers in the first 10 seconds of its motion.,100meters
FALSE,1,TRUE,01JEQJ8ZK9383WDTKGZH9ZQ04W,Can you provide practice problems on finding the probability of single events?,"A box contains 18 red marbles, 24 white marbles, and 15 black marbles. One marble is picked at random and then put back into the box. What is the probability of not picking a red marble? Give your answer in simplest form.",\frac{13}{19}
FALSE,1,TRUE,01JEQJ8T4WX6D12VMKJVHFB9F7,Do you have any sample questions on applying rates to real-life problems?,A cyclist starts from rest and accelerates uniformly to a speed of \( 10 \text{ m/s} \) in 10 seconds. What is the distance travelled by the cyclist during these 10 seconds?,50meters
FALSE,1,TRUE,01JEQJ94PT8FX311619B3SHA2Y,I need exercises involving probability of single events; can you help?,"In a box, there are 25 red marbles, 35 blue marbles, and 40 yellow marbles. If a marble is selected randomly from the box and then replaced, what is the probability of selecting a marble that is not red? Express your answer in its simplest form.",\(\frac{3}{4}\)
FALSE,1,TRUE,01JEQJ9AVD1P65DTQRFDXY8YD4,Could you give me some problems to practice finding probability of single events?,"In a classroom, there are 26 students wearing glasses, 22 students wearing hats, and 15 students wearing neither glasses nor hats. If a student is selected at random, what is the probability that the student is not wearing a hat? Express your answer in simplest form.",\(\frac{41}{63}\)
FALSE,1,TRUE,01JEQJ99E8WF4WC8V99SQ1WY6J,Do you have any sample questions on calculating probabilities of single events?,"In a box, there are 15 red marbles, 25 blue marbles, and 10 green marbles. One marble is selected at random, and then it is returned to the box. What is the probability that the marble selected is not blue? Simplify your answer to the lowest terms.",\frac{1}{2}
